         234904 function calls (233541 primitive calls) in 13.756 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 tokenize.py:147(StopTokenizing)
        1    0.000    0.000    0.000    0.000 tokenize.py:178(Untokenizer)
        1    0.000    0.000    0.011    0.011 tokenize.py:23(<module>)
       19    0.000    0.000    0.000    0.000 tokenize.py:44(group)
        1    0.000    0.000    0.000    0.000 tokenize.py:45(any)
        2    0.000    0.000    0.000    0.000 tokenize.py:46(maybe)
        2    0.000    0.000    0.000    0.000 transformer.py:104(__init__)
     84/2    0.000    0.000    0.001    0.000 transformer.py:1077(com_binary)
        2    0.000    0.000    0.001    0.000 transformer.py:120(transform)
        2    0.000    0.000    0.001    0.000 transformer.py:1211(com_dictorsetmaker)
        2    0.000    0.000    0.001    0.000 transformer.py:130(parseexpr)
        2    0.000    0.000    0.001    0.000 transformer.py:145(compile_node)
        2    0.000    0.000    0.001    0.000 transformer.py:191(eval_input)
        1    0.000    0.000    0.000    0.000 transformer.py:33(WalkerError)
        2    0.000    0.000    0.001    0.001 transformer.py:49(parse)
      4/2    0.000    0.000    0.001    0.000 transformer.py:574(testlist)
        2    0.000    0.000    0.000    0.000 transformer.py:584(testlist_comp)
     16/2    0.000    0.000    0.001    0.000 transformer.py:592(test)
     16/2    0.000    0.000    0.001    0.000 transformer.py:606(or_test)
     16/2    0.000    0.000    0.001    0.000 transformer.py:613(and_test)
     16/2    0.000    0.000    0.001    0.000 transformer.py:617(not_test)
     16/2    0.000    0.000    0.001    0.000 transformer.py:624(comparison)
     16/2    0.000    0.000    0.001    0.000 transformer.py:657(expr)
     16/2    0.000    0.000    0.001    0.000 transformer.py:661(xor_expr)
     16/2    0.000    0.000    0.001    0.000 transformer.py:665(and_expr)
     16/2    0.000    0.000    0.001    0.000 transformer.py:669(shift_expr)
     16/2    0.000    0.000    0.001    0.000 transformer.py:682(arith_expr)
     16/2    0.000    0.000    0.001    0.000 transformer.py:694(term)
     16/2    0.000    0.000    0.001    0.000 transformer.py:712(factor)
      4/2    0.000    0.000    0.000    0.000 transformer.py:72(extractLineNo)
     16/2    0.000    0.000    0.001    0.000 transformer.py:725(power)
     16/2    0.000    0.000    0.001    0.000 transformer.py:738(atom)
        2    0.000    0.000    0.000    0.000 transformer.py:741(atom_lpar)
        2    0.000    0.000    0.001    0.000 transformer.py:751(atom_lbrace)
        2    0.000    0.000    0.000    0.000 transformer.py:759(atom_number)
        8    0.000    0.000    0.000    0.000 transformer.py:764(decode_literal)
        8    0.000    0.000    0.000    0.000 transformer.py:775(atom_string)
        2    0.000    0.000    0.000    0.000 transformer.py:781(atom_name)
      100    0.000    0.000    0.000    0.000 transformer.py:797(lookup_node)
    128/2    0.000    0.000    0.001    0.000 transformer.py:800(com_node)
        1    0.001    0.001    0.001    0.001 transformer.py:9(<module>)
        1    0.000    0.000    0.000    0.000 transformer.py:94(Transformer)
        1    0.000    0.000    0.000    0.000 twodim_base.py:3(<module>)
        1    0.000    0.000    0.018    0.018 type_check.py:3(<module>)
        1    0.000    0.000    0.000    0.000 typeconv.py:1(<module>)
       13    0.000    0.000    0.000    0.000 typeconv.py:22(convtypecode)
        1    0.000    0.000    0.000    0.000 typeconv.py:51(_oldtypecodes)
        1    0.000    0.000    0.000    0.000 ufunclike.py:4(<module>)
        1    0.000    0.000    0.000    0.000 ufuncs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 umfpack.py:242(Struct)
        1    0.000    0.000    0.000    0.000 umfpack.py:25(UmfpackWarning)
        1    0.000    0.000    0.000    0.000 umfpack.py:263(UmfpackContext)
        1    0.000    0.000    0.000    0.000 umfpack.py:46(updateDictWithVars)
        1    0.000    0.000    0.001    0.001 umfpack.py:6(<module>)
        1    0.000    0.000    0.002    0.002 util.py:1(<module>)
        2    0.000    0.000    0.001    0.000 utils.py:1(<module>)
     18/2    0.000    0.000    0.000    0.000 utils.py:1004(visit)
        2    0.000    0.000    0.000    0.000 utils.py:1013(visitExpression)
       10    0.000    0.000    0.000    0.000 utils.py:1017(visitConst)
        2    0.000    0.000    0.000    0.000 utils.py:1020(visitDict)
        2    0.000    0.000    0.000    0.000 utils.py:1023(visitTuple)
        2    0.000    0.000    0.000    0.000 utils.py:1035(visitName)
        7    0.000    0.000    0.000    0.000 utils.py:108(__init__)
        2    0.000    0.000    0.005    0.002 utils.py:1096(safe_eval)
        7    0.000    0.000    0.000    0.000 utils.py:113(__call__)
        1    0.000    0.000    0.000    0.000 utils.py:1364(WarningMessage)
        1    0.000    0.000    0.000    0.000 utils.py:1394(WarningManager)
        3    0.000    0.000    0.000    0.000 utils.py:1416(__init__)
        3    0.000    0.000    0.000    0.000 utils.py:1424(__enter__)
        3    0.000    0.000    0.000    0.000 utils.py:1440(__exit__)
        7    0.000    0.000    0.000    0.000 utils.py:157(deprecate)
       15    0.000    0.000    0.000    0.000 utils.py:21(coerce)
        1    0.000    0.000    0.000    0.000 utils.py:3(<module>)
       15    0.000    0.000    0.002    0.000 utils.py:31(make_system)
       15    0.000    0.000    0.000    0.000 utils.py:80(postprocess)
        7    0.000    0.000    0.000    0.000 utils.py:93(_set_function_name)
        1    0.000    0.000    0.000    0.000 utils.py:97(_Deprecate)
        1    0.000    0.000    0.000    0.000 utils.py:988(SafeEval)
        2    0.000    0.000    0.000    0.000 version.py:3(<module>)
        1    0.000    0.000    0.000    0.000 visitor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 visitor.py:6(ASTVisitor)
        1    0.000    0.000    0.000    0.000 visitor.py:65(ExampleASTVisitor)
        3    0.000    0.000    0.001    0.000 warnings.py:45(filterwarnings)
        3    0.000    0.000    0.000    0.000 warnings.py:74(simplefilter)
        1    0.000    0.000    0.000    0.000 weakref.py:243(__init__)
        7    0.000    0.000    0.000    0.000 {__import__}
        2    0.000    0.000    0.000    0.000 {_ctypes.POINTER}
        1    0.000    0.000    0.000    0.000 {_ctypes.dlopen}
        1    0.000    0.000    0.000    0.000 {_ctypes.set_conversion_mode}
       50    0.000    0.000    0.000    0.000 {_ctypes.sizeof}
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha512}
       20    0.000    0.000    0.000    0.000 {_sre.compile}
       91    0.000    0.000    0.000    0.000 {_sre.getlower}
       18    0.000    0.000    0.000    0.000 {_struct.calcsize}
        2    0.000    0.000    0.000    0.000 {_struct.unpack}
        1    0.000    0.000    0.000    0.000 {_warnings.warn}
     9013    0.002    0.000    0.002    0.000 {abs}
       38    0.000    0.000    0.000    0.000 {all}
        1    0.000    0.000    0.000    0.000 {binascii.hexlify}
       23    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0x901d80}
      256    0.000    0.000    0.000    0.000 {chr}
        8    0.000    0.000    0.000    0.000 {compile}
        2    0.000    0.000    0.000    0.000 {delattr}
        9    0.000    0.000    0.000    0.000 {dir}
       21    0.000    0.000    0.000    0.000 {eval}
        1    0.000    0.000    0.000    0.000 {function seed at 0x2d987d0}
      758    0.000    0.000    0.000    0.000 {getattr}
       76    0.000    0.000    0.000    0.000 {globals}
      246    0.000    0.000    0.000    0.000 {hasattr}
        7    0.000    0.000    0.000    0.000 {imp.find_module}
        1    0.000    0.000    0.000    0.000 {imp.get_magic}
        7    0.002    0.000    0.002    0.000 {imp.load_module}
     2514    0.001    0.000    0.001    0.000 {isinstance}
    68/57    0.000    0.000    0.000    0.000 {issubclass}
5277/5100    0.001    0.000    0.001    0.000 {len}
        3    0.000    0.000    0.000    0.000 {locals}
       12    0.000    0.000    0.010    0.001 {map}
        1    0.000    0.000    0.000    0.000 {math.exp}
        2    0.000    0.000    0.000    0.000 {math.log10}
        2    0.000    0.000    0.000    0.000 {math.log}
        1    0.000    0.000    0.000    0.000 {math.sqrt}
       90    0.000    0.000    0.000    0.000 {max}
        1    0.000    0.000    0.000    0.000 {method '__array_prepare__' of 'numpy.ndarray' objects}
       38    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        8    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
        8    0.000    0.000    0.000    0.000 {method '__subclasshook__' of 'object' objects}
       66    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        2    0.000    0.000    0.000    0.000 {method 'all' of 'numpy.ndarray' objects}
     2024    0.001    0.000    0.010    0.000 {method 'any' of 'numpy.ndarray' objects}
     7134    0.001    0.000    0.001    0.000 {method 'append' of 'list' objects}
        4    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        9    0.000    0.000    0.000    0.000 {method 'close' of 'file' objects}
     3458    0.001    0.000    0.001    0.000 {method 'conj' of 'numpy.ndarray' objects}
       18    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
    14868   12.379    0.001   12.379    0.001 {method 'dot' of 'numpy.ndarray' objects}
       12    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
       66    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
       68    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
      434    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
      890    0.000    0.000    0.000    0.000 {method 'group' of '_sre.SRE_Match' objects}
        6    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
      252    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
       38    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
       35    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'iteritems' of 'dict' objects}
      105    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
       21    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
      376    0.000    0.000    0.000    0.000 {method 'match' of '_sre.SRE_Pattern' objects}
        6    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
     3489    0.002    0.000    0.002    0.000 {method 'ravel' of 'numpy.ndarray' objects}
        8    0.000    0.000    0.000    0.000 {method 'read' of 'file' objects}
     5486    0.024    0.000    0.024    0.000 {method 'reduce' of 'numpy.ufunc' objects}
       45    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        8    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
       22    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
       16    0.000    0.000    0.000    0.000 {method 'reshape' of 'numpy.ndarray' objects}
       46    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
       46    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'seek' of 'file' objects}
        3    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       20    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
        8    0.000    0.000    0.000    0.000 {method 'splitlines' of 'str' objects}
      692    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
      333    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
        6    0.003    0.000    0.003    0.001 {method 'sub' of '_sre.SRE_Pattern' objects}
      112    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
       23    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
      706    0.000    0.000    0.000    0.000 {min}
        2    0.000    0.000    0.000    0.000 {numpy.core._dotblas.dot}
        2    0.000    0.000    0.000    0.000 {numpy.core.multiarray._fastCopyAndTranspose}
    11277    0.054    0.000    0.054    0.000 {numpy.core.multiarray.array}
       15    0.000    0.000    0.000    0.000 {numpy.core.multiarray.concatenate}
        1    0.000    0.000    0.000    0.000 {numpy.core.multiarray.copyto}
       22    0.000    0.000    0.000    0.000 {numpy.core.multiarray.empty}
        2    0.000    0.000    0.000    0.000 {numpy.core.multiarray.fromfile}
        2    0.000    0.000    0.000    0.000 {numpy.core.multiarray.set_string_function}
        1    0.000    0.000    0.000    0.000 {numpy.core.multiarray.set_typeDict}
       48    0.005    0.000    0.005    0.000 {numpy.core.multiarray.zeros}
        8    0.000    0.000    0.000    0.000 {numpy.core.umath.geterrobj}
        5    0.000    0.000    0.000    0.000 {numpy.core.umath.seterrobj}
      268    0.000    0.000    0.000    0.000 {numpy.lib._compiled_base.add_docstring}
        1    0.000    0.000    0.000    0.000 {numpy.linalg.lapack_lite.dgesv}
        2    0.000    0.000    0.000    0.000 {open}
      432    0.000    0.000    0.000    0.000 {ord}
        2    0.000    0.000    0.000    0.000 {parser.expr}
        2    0.000    0.000    0.000    0.000 {parser.st2tuple}
        2    0.000    0.000    0.000    0.000 {posix.getpid}
        2    0.000    0.000    0.000    0.000 {posix.stat}
        1    0.000    0.000    0.000    0.000 {posix.urandom}
     9702    0.003    0.000    0.003    0.000 {range}
       51    0.000    0.000    0.000    0.000 {repr}
      240    0.000    0.000    0.000    0.000 {setattr}
        1    0.000    0.000    0.000    0.000 {sum}
       68    0.000    0.000    0.000    0.000 {sys._getframe}
        1    0.000    0.000    0.000    0.000 {thread.allocate_lock}
        9    0.000    0.000    0.000    0.000 {vars}
        1    0.000    0.000    0.000    0.000 {zip}


